1.9944057421999999 0.18189102559999998
2.5458354001 0.16160368220000002
2.3853320397 0.18935416670000002
2.0827970953 0.096875
2.7043224157 0.14847074470000002
2.6578640678 0.1475446429
2.6246544111000003 0.2003663793
2.2109981595 0.16038461539999999
2.1272332966 0.1347462871
3.133626155 0.1655792683
2.9024664723 0.1323190789
2.1173804794 0.16886261260000002
3.6054679983999995 0.09632575759999999
2.4614025656 0.16090225560000002
2.3508093584 0.1023148148
3.1407145594 0.1637175325
2.2833159341 0.11531053460000001
2.4835380147 0.1530827703
2.5243721017 0.10484693880000001
