0.8815467491 0.1144201807 0
1.240425578 0.1226175743 0
0.7838287402 0.0874588816 0
0.8918086085 0.1001404494 0
1.62704913 0.1011160714 0
1.165223974 0.1125769704 0
1.928057626 0.0731702303 0
1.492075891 0.0904775943 0
0.8967857662 0.1008078231 0
1.153770651 0.1740717822 0
2.296174287 0.1051923077 0
0.5299928344 0.0623813291 0
1.185241139 0.1386160714 0
1.70578368 0.1036649215 0
1.371843444 0.1242256637 0
1.07512546 0.1030283505 0
2.159021783 0.1210983728 0
2.111311745 0.0766118421 0
0.903428264 0.0720848881 0
0.6363969609 0.1047851563 0
1.535552763 0.1522103659 0
0.7550220598 0.0824441057 0
0.5297633595 0.07515625 0
1.053531192 0.0735119048 0
1.350587602 0.1563410194 0
0.6789959159 0.1137310606 0
0.4527521213 0.0934151786 0
1.537457755 0.1014107143 0
0.8752334792 0.1067919075 0
1.18991446 0.125152439 0
2.304333905 0.1288602941 0
1.248539433 0.1078947368 0
2.353995433 0.1226794554 0
2.007519648 0.149066092 0
2.089355236 0.0835544693 0
0.7353724808 0.0972120098 0
0.9353897918 0.0681287651 0
1.170221037 0.0959375 0
1.470694285 0.1392282197 0
1.086209322 0.0703024194 0
0.7668420093 0.118359375 0
4.546017291 0.239875 0
2.126109957 0.102839467 0
0.5887862573 0.1197222222 0
0.6752651503 0.1255926724 0
0.8098470503 0.0888569079 0
2.062195657 0.0906431686 0
1.507521801 0.1084865196 1
1.266314857 0.0558744635 1
0.8788505343 0.1302644231 1
1.515615025 0.0698210685 1
0.9446369161 0.1224798387 1
0.9960900138 0.0971489044 1
1.260063524 0.1367088608 1
0.9568046767 0.0776470588 1
2.161445943 0.0610491071 1
0.8550851189 0.1162247475 1
0.8077066652 0.1709575688 1
0.4793692424 0.1105088496 1
0.5850198538 0.1098372781 1
0.875058309 0.0945138889 1
0.8367570631 0.0737113402 1
0.3163119434 0.138190407 1
0.9364458937 0.0736391129 1
1.156902604 0.0804976852 1
0.9917364783 0.082421875 1
0.5101936924 0.1058956186 1
0.9163416041 0.1028268551 1
0.4096449752 0.094690534 1
1.369285945 0.1462586009 1
1.280855102 0.0685911017 1
2.515251434 0.100545302 1
0.9739453588 0.1177884615 1
0.63222867 0.0983671171 1
1.088309548 0.0589986911 1
0.9863633756 0.1595430108 1
1.010810851 0.0801373106 1
0.909214519 0.0837608382 1
1.490280866 0.0537102843 1
0.8758915134 0.0695568648 1
0.7571694444 0.058797089 1
0.9173395844 0.0771573604 1
1.685187647 0.122125 1
1.436544038 0.096607545 1
0.5013349933 0.1686025943 1
1.848434478 0.1136891593 1
4.07677403 0.239875 1
1.082213025 0.095412234 1
1.025825764 0.08003125 1
0.8988772343 0.0655838816 1
0.8397419925 0.1070743865 1
1.17955069 0.0948810634 1
1.750547519 0.0689076409 1
0.4881677149 0.114684466 1
1.66546183 0.174015411 2
1.097466769 0.1197779605 2
0.663797393 0.134875 2
1.994405742 0.1818910256 2
2.5458354 0.1616036822 2
0.6545631843 0.1564006024 2
1.492313788 0.1682490458 2
1.7236877 0.1598684211 2
2.38533204 0.1893541667 2
1.66608353 0.1258568548 2
1.112262665 0.121875 2
1.916870872 0.1296875 2
2.082797095 0.096875 2
1.850782975 0.1927696078 2
0.8088537209 0.1375512295 2
2.704322416 0.1484707447 2
2.657864068 0.1475446429 2
2.624654411 0.2003663793 2
0.6792428763 0.145900974 2
1.919395873 0.1395768634 2
2.21099816 0.1603846154 2
1.388563426 0.1375 2
1.607443716 0.1304193038 2
2.127233297 0.1347462871 2
3.133626155 0.1655792683 2
1.605533001 0.1192934783 2
2.902466472 0.1323190789 2
1.797513006 0.1364322917 2
2.117380479 0.1688626126 2
3.605467998 0.0963257576 2
2.461402566 0.1609022556 2
1.359497973 0.1512276786 2
1.29724456 0.1402644231 2
2.350809358 0.1023148148 2
6.589300838 0.239875 2
1.323322302 0.1057713964 2
1.622019957 0.2173377404 2
3.140714559 0.1637175325 2
1.060132535 0.1432432432 2
2.283315934 0.1153105346 2
1.255501286 0.0768546748 2
2.483538015 0.1530827703 2
2.524372102 0.1048469388 2
1.499361359 0.146875 2
1.522583124 0.17825 2
0.9551355793 0.18671875 2
1.584503184 0.1633522727 2
